,is_jagged,grid_dim,cell_match,exact_match,matching_non_zero
67636eac,False,False,0.0,False,0.0
67b4a34d,False,False,0.0,False,0.0
67c52801,False,True,0.6753246753246753,False,0.13793103448275862
68b67ca3,False,False,0.0,False,0.0
692cd3b6,False,True,0.6533333333333333,False,0.1702127659574468
695367ec,False,False,0.0,False,0.0
696d4842,False,False,0.0,False,0.0
69889d6e,False,True,0.85,False,0.16666666666666666
6a11f6da,False,True,0.52,False,0.4782608695652174
6ad5bdfd,False,False,0.0,False,0.0
6df30ad6,False,True,0.88,False,0.0
6ea4a07e,False,True,0.0,False,0.0
6f473927,False,False,0.0,False,0.0
7039b2d7,False,False,0.0,False,0.0
